Data_Point,Test_Time(s),Test_Time(h),Date_Time,Step_Time(s),Step_Index,Cycle_Index,Current(A),Voltage(V),Charge_Capacity(Ah),Power(W),Discharge_Capacity(Ah),Charge_Energy(Wh),Discharge_Energy(Wh),dV/dt(V/s),Internal_Resistance(Ohm),Is_FC_Data,AC_Impedance(Ohm),ACI_Phase_Angle(Deg),Cycle_Time,Temperature (C)_1,Temperature (C)_2
12,424.9784938,0.118049582,05/04/2018 10:57:02,124.8975657,2,1,1.473770857,3.314651966,0.051085765,4.885037468,0,0.164836564,0,0.001026081,0,0,0,0,0:07:04.911,20.2966671,19.79296112
13,492.4510034,0.136791945,05/04/2018 10:58:09,192.3700754,2,1,1.473770857,3.364916801,0.078685441,4.959116318,0,0.257051784,0,0.000670155,0,0,0,0,0:08:12.383,20.53477859,19.95573044
14,596.222415,0.165617338,05/04/2018 10:59:53,296.141487,2,1,1.471984982,3.415181637,0.121132606,5.027096082,0,0.401033153,0,0.0003577,0,0,0,0,0:09:56.155,20.83442688,19.95573044
15,806.7341874,0.22409283,05/04/2018 11:03:24,506.6532593,2,1,1.471984982,3.465446472,0.207244245,5.101085165,0,0.697525816,0,0.000242351,0,0,0,0,0:13:26.667,21.64476013,19.71815109
16,1106.735333,0.307426481,05/04/2018 11:08:24,806.6544052,2,1,1.473770857,3.513578892,0.32995849,5.178210174,0,1.125858589,0,0.000119271,0,0,0,0,0:18:26.668,22.39301682,19.71815109
17,1406.739821,0.390761061,05/04/2018 11:13:24,1106.658892,2,1,1.473770857,3.546479464,0.452655056,5.226698078,0,1.559040387,0,0.000119263,0,0,0,0,0:23:26.672,22.82844543,19.85460472
18,1706.756852,0.474099126,05/04/2018 11:18:24,1406.675924,2,1,1.473770857,3.579380035,0.575396425,5.275185982,0,1.996308316,0,0.000119217,0,0,0,0,0:28:26.689,22.69218254,19.86776543
19,2006.773429,0.557437064,05/04/2018 11:23:24,1706.692501,2,1,1.471984982,3.618677855,0.698117385,5.326639458,0,2.437920679,0,0.000119217,0,0,0,0,0:33:26.706,22.67889214,19.77979851
20,2306.790231,0.640775064,05/04/2018 11:28:24,2006.709303,2,1,1.473770857,3.659499168,0.820875003,5.393263225,0,2.88463422,0,0.000119182,0,0,0,0,0:38:26.723,22.51602173,19.99103928
21,2606.806866,0.724113018,05/04/2018 11:33:24,2306.725938,2,1,1.471984982,3.697883129,0.943584818,5.443228433,0,3.336139284,0,0.000182762,0,0,0,0,0:43:26.739,22.52931786,19.77979851
22,2906.823621,0.807451006,05/04/2018 11:38:24,2606.742693,2,1,1.471984982,3.726823568,1.066318999,5.485828325,0,3.79178487,0,0.000121116,0,0,0,0,0:48:26.756,22.49856567,19.67416191
23,3206.84048,0.890789022,05/04/2018 11:43:24,2906.759552,2,1,1.473770857,3.757287025,1.189067036,5.537380119,0,4.251061675,0,0.000119182,0,0,0,0,0:53:26.773,22.52931786,20.00420189
24,3506.857297,0.974127027,05/04/2018 11:48:24,3206.776369,2,1,1.473770857,3.792320013,1.311786435,5.589010715,0,4.71424654,0,0.000121068,0,0,0,0,0:58:26.790,22.6041069,19.70498848
25,3806.873801,1.057464945,05/04/2018 11:53:24,3506.792873,2,1,1.473770857,3.831922531,1.434505909,5.647375752,0,5.182031255,0,0.000242184,0,0,0,0,1:03:26.806,22.81515503,19.99103928
26,4106.890648,1.140802958,05/04/2018 11:58:24,3806.80972,2,1,1.471984982,3.871220589,1.557227454,5.69837857,0,5.654726154,0,0.000121116,0,0,0,0,1:08:26.823,22.889925,19.9162426
27,4406.907386,1.224140941,05/04/2018 12:03:24,4106.826458,2,1,1.471984982,3.908385992,1.679955098,5.753085486,0,6.132152685,0,6.05127E-05,0,0,0,0,1:13:26.840,22.95141029,19.82828522
28,4706.924108,1.307478919,05/04/2018 12:08:24,4406.84318,2,1,1.471984982,3.944333076,1.802667479,5.805999055,0,6.614001627,0,0.000120743,0,0,0,0,1:18:26.856,22.80187225,19.90308762
29,5006.940944,1.390816929,05/04/2018 12:13:24,4706.860015,2,1,1.471984982,3.976928949,1.925416549,5.85397969,0,7.100220814,0,6.05152E-05,0,0,0,0,1:23:26.874,22.72709465,19.9778862
30,5306.942371,1.474150659,05/04/2018 12:18:24,5006.861443,2,1,1.473770857,4.006783009,2.048144485,5.905080028,0,7.590171738,0,5.95387E-05,0,0,0,0,1:28:26.875,22.81933784,19.9207592
31,5606.955611,1.55748767,05/04/2018 12:23:24,5306.874683,2,1,1.473770857,4.041511536,2.170868152,5.956261919,0,8.083941424,0,0.000119264,0,0,0,0,1:33:26.888,22.54261017,19.71815109
32,5906.956785,1.640821329,05/04/2018 12:28:24,5606.875857,2,1,1.473770857,4.087816238,2.293576423,6.02450444,0,8.582608607,0,0.000181116,0,0,0,0,1:38:26.889,22.45452309,19.77979851
33,6206.958012,1.724155003,05/04/2018 12:33:24,5906.877084,2,1,1.471984982,4.137776375,2.416324608,6.090744685,0,9.087489998,0,0.000178895,0,0,0,0,1:43:26.891,22.65231323,20.1274662
34,6506.95919,1.807488664,05/04/2018 12:38:24,6206.878262,2,1,1.471984982,4.173418522,2.539048754,6.14320939,0,9.597732095,0,6.03709E-05,0,0,0,0,1:48:26.891,22.56424332,19.88993645
35,6806.960404,1.890822335,05/04/2018 12:43:24,6506.879476,2,1,1.471984982,4.194438457,2.661774726,6.174150419,0,10.11123561,0,6.0558E-05,0,0,0,0,1:53:26.893,22.82353783,19.77568817
36,6887.043101,1.913067528,05/04/2018 12:44:44,6586.962173,2,1,1.471984982,4.200226784,2.6945372,6.182670749,0,10.24874242,0,0.0001189,0,0,0,0,1:54:46.975,22.94654465,20.12340164
37,6887.043298,1.913067583,05/04/2018 12:44:44,2.62006E-06,3,1,1.471984982,4.200226784,2.6945372,6.182670749,0,10.24874242,0,0.0001189,0,0,0,0,1:54:46.975,22.95981026,19.76254654
38,6887.058934,1.913071926,05/04/2018 12:44:44,0.015638562,3,1,1.471984982,4.200226784,2.6945372,6.182670749,0,10.24874242,0,0.0001189,0,0,0,0,1:54:46.991,22.95981026,19.76254654
39,6922.763941,1.922989984,05/04/2018 12:45:20,35.72064536,3,1,1.421980023,4.200226784,2.708924202,5.97263858,0,10.30917113,0,0,0,0,0,0,1:55:22.696,22.76625061,20.01778221
40,6964.000629,1.934444619,05/04/2018 12:46:01,76.95733351,3,1,1.371975064,4.200226784,2.724938813,5.762606412,0,10.37643618,0,0,0,0,0,0,1:56:03.933,22.8850441,19.83735466
41,7013.581545,1.948217096,05/04/2018 12:46:51,126.5382488,3,1,1.321970224,4.200226784,2.743513853,5.552574744,0,10.45445571,0,0,0,0,0,0,1:56:53.514,22.87177849,19.97381783
42,7064.600062,1.962388906,05/04/2018 12:47:42,177.5567664,3,1,1.271965265,4.200226784,2.761912202,5.342542575,0,10.53173314,0,0,0,0,0,0,1:57:44.533,22.93328476,19.96068382
43,7113.8997,1.97608325,05/04/2018 12:48:31,226.8564041,3,1,1.221960306,4.200226784,2.779010524,5.132510407,0,10.60355018,0,0,0,0,0,0,1:58:33.832,22.94654465,19.74940872
44,7163.621216,1.989894782,05/04/2018 12:49:21,276.5779207,3,1,1.171955466,4.200226784,2.795568217,4.922478739,0,10.6730966,0,0,0,0,0,0,1:59:23.554,22.99479103,19.79795074
45,7212.280239,2.003411177,05/04/2018 12:50:09,325.2369431,3,1,1.121950507,4.200226784,2.811092129,4.71244657,0,10.73830089,0,0,0,0,0,0,2:00:12.213,22.88927269,19.99151802
46,7260.064148,2.016684486,05/04/2018 12:50:57,373.020852,3,1,1.071945548,4.200226784,2.825676038,4.502414402,0,10.79955687,0,0,0,0,0,0,2:00:59.997,22.90677643,19.93442917
47,7307.223043,2.029784179,05/04/2018 12:51:44,420.179747,3,1,1.021940708,4.200226784,2.839410703,4.292382734,0,10.85724576,0,0,0,0,0,0,2:01:47.156,22.81450272,19.76711273
48,7353.506896,2.042640804,05/04/2018 12:52:30,466.4636,3,1,0.971935749,4.200226784,2.852245733,4.082350565,0,10.9111561,0,0,0,0,0,0,2:02:33.440,22.84526062,20.09714127
49,7398.63468,2.0551763,05/04/2018 12:53:16,511.5913844,3,1,0.92193079,4.200531006,2.864134239,3.872598868,0,10.96109085,0,5.86395E-05,0,0,0,0,2:03:18.567,22.83200645,19.78482437
50,7443.781194,2.067716998,05/04/2018 12:54:01,556.7378987,3,1,0.87192589,4.200226784,2.875409228,3.662286478,0,11.0084487,0,0,0,0,0,0,2:04:03.714,22.55939674,19.81108093
51,7489.577058,2.080438072,05/04/2018 12:54:47,602.5337626,3,1,0.821920991,4.200226784,2.886202645,3.45225456,0,11.05378392,0,0,0,0,0,0,2:04:49.509,22.620924,19.94755554
52,7536.110963,2.093364156,05/04/2018 12:55:33,649.0676669,3,1,0.771916032,4.200226784,2.896514805,3.242222392,0,11.09709762,0,6.05578E-05,0,0,0,0,2:05:36.043,22.48460388,20.03547859
53,7581.191607,2.105886558,05/04/2018 12:56:18,694.1483116,3,1,0.721911132,4.200226784,2.905885946,3.032190474,0,11.13645911,0,-6.06536E-05,0,0,0,0,2:06:21.124,22.48460388,20.03547859
54,7629.854297,2.119403971,05/04/2018 12:57:07,742.8110015,3,1,0.671906173,4.200226784,2.915326181,2.822158305,0,11.17611082,0,0,0,0,0,0,2:07:09.787,22.34827232,19.97381783
55,7679.290871,2.133136353,05/04/2018 12:57:56,792.2475752,3,1,0.621901274,4.200226784,2.92422198,2.612126387,0,11.2134756,0,-6.01306E-05,0,0,0,0,2:07:59.223,22.26019669,19.66145897
56,7730.606266,2.147390629,05/04/2018 12:58:48,843.56297,3,1,0.571896374,4.200226784,2.932741899,2.402094469,0,11.24926155,0,-6.04631E-05,0,0,0,0,2:08:50.539,22.24693298,19.94755554
57,7785.078179,2.162521716,05/04/2018 12:59:42,898.0348832,3,1,0.521891415,4.200226784,2.941034561,2.1920623,0,11.28409294,0,0,0,0,0,0,2:09:45.011,22.26019669,20.03547859
58,7843.065704,2.178629362,05/04/2018 13:00:40,956.0224078,3,1,0.471886516,4.200226784,2.949056137,1.982030382,0,11.31778573,0,0,0,0,0,0,2:10:42.998,22.09730148,19.64832878
59,7905.553683,2.195987134,05/04/2018 13:01:42,1018.510387,3,1,0.421881586,4.200226784,2.956832814,1.771998338,0,11.35044987,0,0,0,0,0,0,2:11:45.487,22.0224781,20.02235031
60,7975.479415,2.215410949,05/04/2018 13:02:52,1088.436119,3,1,0.371876657,4.200226784,2.964566767,1.561966295,0,11.38293441,0,-6.04631E-05,0,0,0,0,2:12:55.412,21.81124687,19.66145897
61,8056.37462,2.237881839,05/04/2018 13:04:13,1169.331325,3,1,0.321871758,4.200226784,2.972377983,1.351934377,0,11.41574355,0,0,0,0,0,0,2:14:16.307,21.66155815,20.03547859
62,8149.442318,2.263733977,05/04/2018 13:05:46,1262.399023,3,1,0.271866828,4.200226784,2.980065303,1.141902333,0,11.44803228,0,-6.04632E-05,0,0,0,0,2:15:49.375,21.52512741,19.97381783
63,8261.651786,2.294903274,05/04/2018 13:07:39,1374.60849,3,1,0.221861899,4.200226784,2.987775755,0.93187029,0,11.48041816,0,-6.08407E-05,0,0,0,0,2:17:41.584,21.30053329,19.74940872
64,8407.753705,2.33548714,05/04/2018 13:10:05,1520.71041,3,1,0.17185697,4.200226784,2.995797746,0.721838247,0,11.51411257,0,0,0,0,0,0,2:20:07.686,21.22565651,19.82421494
65,8503.746828,2.362151897,05/04/2018 13:11:41,1616.703533,3,1,0.14685452,4.200226784,3.000084773,0.616822288,0,11.53211918,0,-5.94977E-05,0,0,0,0,2:21:43.680,21.1640625,19.61292076
66,9103.749942,2.528819428,05/04/2018 13:21:41,600.0024658,4,1,0,4.175550938,3.000084773,0,0,11.53211918,0,0,0,0,0,0,2:31:43.683,27.56049919,38.06021118
67,9703.752022,2.695486673,05/04/2018 13:31:41,1200.004546,4,1,0,4.167325974,3.000084773,0,0,11.53211918,0,-6.05581E-05,0,0,0,0,2:41:43.684,37.15761948,42.3533783
68,10303.75382,2.862153838,05/04/2018 13:41:41,1800.006342,4,1,0,4.162451744,3.000084773,0,0,11.53211918,0,6.05581E-05,0,0,0,0,2:51:43.687,41.38689041,43.6291275
69,10903.75525,3.028820902,05/04/2018 13:51:41,2400.007773,4,1,0,4.159405231,3.000084773,0,0,11.53211918,0,0,0,0,0,0,3:01:43.687,42.98209763,43.68106461
70,11503.75659,3.195487942,05/04/2018 14:01:41,3000.009116,4,1,0,4.157577515,3.000084773,0,0,11.53211918,0,0,0,0,0,0,3:11:43.690,43.3753891,43.70705414
71,12103.75789,3.36215497,05/04/2018 14:11:41,3600.010415,4,1,0,4.156359196,3.000084773,0,0,11.53211918,0,6.05586E-05,0,0,0,0,3:21:43.690,43.56163406,44.1120224
72,12703.75912,3.528821978,05/04/2018 14:21:41,4200.011644,4,1,0,4.154835701,3.000084773,0,0,11.53211918,0,-6.05975E-05,0,0,0,0,3:31:43.692,44.06197357,44.46487808
73,13303.76389,3.695489968,05/04/2018 14:31:41,4800.016409,4,1,0,4.15422678,3.000084773,0,0,11.53211918,0,0,0,0,0,0,3:41:43.696,44.24813461,44.13803482
74,13903.76506,3.86215696,05/04/2018 14:41:41,5400.01758,4,1,0,4.153312683,3.000084773,0,0,11.53211918,0,0,0,0,0,0,3:51:43.697,44.2744751,44.45674133
75,14503.7785,4.028827361,05/04/2018 14:51:41,6000.031023,4,1,0,4.152703285,3.000084773,0,0,11.53211918,0,0,0,0,0,0,4:01:43.711,44.36097336,44.39659119
76,15103.77961,4.195494336,05/04/2018 15:01:41,6600.032135,4,1,0,4.152094364,3.000084773,0,0,11.53211918,0,-6.05581E-05,0,0,0,0,4:11:43.712,44.25386047,44.21614838
77,15703.74954,4.36215265,05/04/2018 15:11:41,7200.002064,4,1,0,4.151789665,3.000084773,0,0,11.53211918,0,0,0,0,0,0,4:21:43.681,44.12037659,44.44868469
78,15703.76518,4.362156994,05/04/2018 15:11:41,0.015583261,5,1,-2.951664686,4.05826664,3.000084773,-11.97864233,1.27768E-05,11.53211918,5.18518E-05,0,0,0,0,0,4:21:43.697,44.26704788,44.30234909
79,15704.26865,4.362296848,05/04/2018 15:11:42,0.519058564,5,1,-2.951664686,4.054610729,3.000084773,-11.96785131,0.000425754,11.53211918,0.001726927,-0.000731182,0,0,0,0,4:21:44.202,44.26704788,44.30234909
80,15704.78088,4.362439132,05/04/2018 15:11:42,1.031279824,5,1,-2.95345068,4.052783012,3.000084773,-11.96969474,0.000781805,11.53211918,0.003170148,-0.001096725,0,0,0,0,4:21:44.713,44.26704788,44.3755188
81,15705.28456,4.362579043,05/04/2018 15:11:43,1.534959927,5,1,-2.951664686,4.050650597,3.000084773,-11.95616232,0.001243087,11.53211918,0.005039019,-0.001523209,0,0,0,0,4:21:45.217,44.12037659,44.15600204
82,15705.79986,4.362722183,05/04/2018 15:11:43,2.05026451,5,1,-2.951664686,4.049127579,3.000084773,-11.95166688,0.001665914,11.53211918,0.006751354,-0.001827812,0,0,0,0,4:21:45.732,44.26704788,44.30234909
83,15706.30011,4.362861142,05/04/2018 15:11:44,2.550515958,5,1,-2.95345068,4.047604561,3.000084773,-11.95440044,0.002063182,11.53211918,0.008359596,-0.002132416,0,0,0,0,4:21:46.232,44.26704788,44.44868469
84,15706.81224,4.363003399,05/04/2018 15:11:44,3.062642545,5,1,-2.951664686,4.046385765,3.000084773,-11.94357397,0.002486149,11.53211918,0.010071337,-0.002376175,0,0,0,0,4:21:46.746,44.26704788,44.30234909
85,15707.31589,4.363143303,05/04/2018 15:11:45,3.566296583,5,1,-2.951664686,4.045471668,3.000084773,-11.94087586,0.00284506,11.53211918,0.011523516,-0.002558994,0,0,0,0,4:21:47.248,44.26704788,44.44868469
86,15707.82798,4.363285549,05/04/2018 15:11:45,4.07838205,5,1,-2.951664686,4.044253349,3.000084773,-11.93727979,0.003306388,11.53211918,0.01338951,-0.002802658,0,0,0,0,4:21:47.760,44.26704788,44.59499741
87,15708.33134,4.363425373,05/04/2018 15:11:46,4.581747536,5,1,-2.95345068,4.04303503,3.000084773,-11.94090456,0.00373212,11.53211918,0.015111075,-0.003046322,0,0,0,0,4:21:48.264,44.32718658,44.36248779
88,15708.84359,4.363567663,05/04/2018 15:11:46,5.093991311,5,1,-2.951664686,4.042425632,3.000084773,-11.93188499,0.004090982,11.53211918,0.016561859,-0.003168202,0,0,0,0,4:21:48.776,44.26704788,44.15600204
89,15709.34721,4.363707559,05/04/2018 15:11:47,5.597615553,5,1,-2.951664686,4.041511536,3.000084773,-11.92918688,0.00454947,11.53211918,0.018415049,-0.002605184,0,0,0,0,4:21:49.279,44.20690918,44.09585953
90,15709.86272,4.363850755,05/04/2018 15:11:47,6.1131213,5,1,-2.95345068,4.040293217,3.000084773,-11.93280675,0.004972377,11.53211918,0.020123976,-0.002444381,0,0,0,0,4:21:49.794,44.23698044,44.41861725
91,15710.36287,4.363989687,05/04/2018 15:11:48,6.61327957,5,1,-2.951664686,4.039683819,3.000084773,-11.92379207,0.005369669,11.53211918,0.021729075,-0.002179608,0,0,0,0,4:21:50.295,44.26704788,44.44868469
92,15710.87494,4.364131928,05/04/2018 15:11:48,7.125344177,5,1,-2.95345068,4.038769722,3.000084773,-11.92830718,0.005792612,11.53211918,0.023437468,-0.00205859,0,0,0,0,4:21:50.808,44.32718658,44.50881577
93,15711.37853,4.364271815,05/04/2018 15:11:49,7.628939493,5,1,-2.951664686,4.038160801,3.000084773,-11.91929663,0.006256901,11.53211918,0.025312549,-0.001875601,0,0,0,0,4:21:51.311,44.34037781,44.15600204
94,15711.89063,4.364414065,05/04/2018 15:11:49,8.141038955,5,1,-2.95345068,4.037246704,3.000084773,-11.92380902,0.006676903,11.53211918,0.027008424,-0.001816364,0,0,0,0,4:21:51.823,44.09030914,44.27228165
95,15712.39406,4.364553906,05/04/2018 15:11:50,8.644467903,5,1,-2.951664686,4.036942005,3.000084773,-11.91569916,0.007035671,11.53211918,0.028456824,-0.001669335,0,0,0,0,4:21:52.327,44.34037781,44.44868469
96,15712.90631,4.364696198,05/04/2018 15:11:50,9.156716548,5,1,-2.95345068,4.035723686,3.000084773,-11.91931086,0.007497042,11.53211918,0.03031909,-0.001695251,0,0,0,0,4:21:52.839,44.34037781,44.15600204
97,15713.41012,4.364836146,05/04/2018 15:11:51,9.660529394,5,1,-2.951664686,4.035418987,3.000084773,-11.91120372,0.007923042,11.53211918,0.032038228,-0.001512528,0,0,0,0,4:21:53.343,44.13357544,44.38855362
98,15713.9254,4.364979279,05/04/2018 15:11:51,10.17580757,5,1,-2.95345068,4.03450489,3.000084773,-11.91571121,0.008278834,11.53211918,0.033473858,-0.001551202,0,0,0,0,4:21:53.858,44.20690918,44.53487778
99,15714.42554,4.365118207,05/04/2018 15:11:52,10.67594934,5,1,-2.95345068,4.034200191,3.000084773,-11.9148113,0.008740346,11.53211918,0.035335777,-0.001392513,0,0,0,0,4:21:54.358,44.26704788,44.44868469
100,15714.9534,4.365264834,05/04/2018 15:11:53,11.20380666,5,1,-2.951664686,4.033286572,3.000084773,-11.90490954,0.009163045,11.53211918,0.037040806,-0.001371258,0,0,0,0,4:21:54.886,44.20690918,44.38855362
101,15715.46903,4.365408064,05/04/2018 15:11:53,11.71943344,5,1,-2.951664686,4.032677174,3.000084773,-11.9031108,0.00952183,11.53211918,0.038487813,-0.001383935,0,0,0,0,4:21:55.401,44.26704788,44.44868469
102,15715.9846,4.365551279,05/04/2018 15:11:54,12.23500902,5,1,-2.95345068,4.032067776,3.000084773,-11.90851331,0.009983143,11.53211918,0.040348068,-0.001392567,0,0,0,0,4:21:55.917,44.23698044,44.27228165
103,15716.48466,4.365690182,05/04/2018 15:11:54,12.73505992,5,1,-2.95345068,4.031458855,3.000084773,-11.90671489,0.010406116,11.53211918,0.042053468,-0.001324693,0,0,0,0,4:21:56.417,44.26704788,44.59499741
104,15716.98466,4.365829072,05/04/2018 15:11:55,13.23506267,5,1,-2.951664686,4.030849457,3.000084773,-11.897716,0.010803332,11.53211918,0.043654771,-0.001271421,0,0,0,0,4:21:56.917,44.19371796,44.44868469
105,15717.48473,4.365967981,05/04/2018 15:11:55,13.73513641,5,1,-2.95345068,4.030544758,3.000084773,-11.90401515,0.01122626,11.53211918,0.045359493,-0.00121092,0,0,0,0,4:21:57.417,44.26704788,44.44868469
106,15717.98812,4.366107811,05/04/2018 15:11:56,14.2385231,5,1,-2.95345068,4.030240059,3.000084773,-11.90311524,0.01158803,11.53211918,0.04681755,-0.001191527,0,0,0,0,4:21:57.921,44.34037781,44.30234909
107,15718.50044,4.366250122,05/04/2018 15:11:56,14.7508458,5,1,-2.951664686,4.029326439,3.000084773,-11.89322056,0.011982375,11.53211918,0.048406672,-0.001210871,0,0,0,0,4:21:58.433,44.23698044,44.12593079
108,15719.016,4.366393334,05/04/2018 15:11:57,15.26640578,5,1,-2.951664686,4.02902174,3.000084773,-11.89232119,0.012469261,11.53211918,0.050368417,-0.001073097,0,0,0,0,4:21:58.948,44.34037781,44.44868469
109,15719.51605,4.366532237,05/04/2018 15:11:57,15.76645861,5,1,-2.951664686,4.028107643,3.000084773,-11.88962308,0.012930601,11.53211918,0.052226963,-0.001150411,0,0,0,0,4:21:59.448,44.23698044,44.41861725
110,15720.01609,4.366671137,05/04/2018 15:11:58,16.26649778,5,1,-2.951664686,4.028107643,3.000084773,-11.88962308,0.013289359,11.53211918,0.053672098,-0.0010293,0,0,0,0,4:21:59.949,44.19371796,44.44868469
111,15720.51952,4.366810978,05/04/2018 15:11:58,16.76992675,5,1,-2.951664686,4.027498245,3.000084773,-11.88782434,0.013727948,11.53211918,0.055438621,-0.001035747,0,0,0,0,4:22:00.452,44.26704788,44.30234909
112,15721.03176,4.366953266,05/04/2018 15:11:59,17.28216177,5,1,-2.951664686,4.026889324,3.000084773,-11.88602701,0.014122442,11.53211918,0.057027283,-0.001026014,0,0,0,0,4:22:00.964,44.26704788,44.44868469
113,15721.53536,4.367093156,05/04/2018 15:11:59,17.78576715,5,1,-2.951664686,4.026584625,3.000084773,-11.88512764,0.014545403,11.53211918,0.058730423,-0.000965735,0,0,0,0,4:22:01.468,44.26704788,44.44868469
114,15722.05087,4.367236354,05/04/2018 15:12:00,18.30127815,5,1,-2.95345068,4.026279926,3.000084773,-11.89141919,0.014968298,11.53211918,0.060433124,-0.000974806,0,0,0,0,4:22:01.984,44.20690918,44.2422142
115,15722.55099,4.367375274,05/04/2018 15:12:00,18.80139101,5,1,-2.951664686,4.025670528,3.000084773,-11.88242954,0.015365607,11.53211918,0.062032636,-0.000965738,0,0,0,0,4:22:02.484,44.26704788,44.30234909
116,15723.06309,4.367517526,05/04/2018 15:12:01,19.31349843,5,1,-2.951664686,4.025061131,3.000084773,-11.8806308,0.015788444,11.53211918,0.063734666,-0.000974796,0,0,0,0,4:22:02.995,44.23698044,44.56493378
117,15723.56707,4.367657519,05/04/2018 15:12:01,19.81747404,5,1,-2.95345068,4.024452209,3.000084773,-11.88602111,0.016253025,11.53211918,0.065604503,-0.000965014,0,0,0,0,4:22:03.499,44.32718658,44.50881577
118,15724.07879,4.367799663,05/04/2018 15:12:02,20.32919332,5,1,-2.95345068,4.024147511,3.000084773,-11.8851212,0.016672663,11.53211918,0.067293261,-0.000965752,0,0,0,0,4:22:04.012,44.26704788,44.44868469
119,15724.58233,4.367939537,05/04/2018 15:12:02,20.83273643,5,1,-2.95345068,4.023538113,3.000084773,-11.88332137,0.017031493,11.53211918,0.068737162,-0.000913856,0,0,0,0,4:22:04.515,44.26704788,44.44868469
120,15725.09446,4.368081794,05/04/2018 15:12:03,21.34486281,5,1,-2.95345068,4.023538113,3.000084773,-11.88332137,0.017492927,11.53211918,0.070593759,-0.000845003,0,0,0,0,4:22:05.028,44.20690918,44.2422142
121,15725.59809,4.368221691,05/04/2018 15:12:03,21.84849182,5,1,-2.95345068,4.022928715,3.000084773,-11.88152155,0.017918813,11.53211918,0.07230716,-0.000894275,0,0,0,0,4:22:05.530,44.19371796,44.30234909
122,15726.11356,4.368364877,05/04/2018 15:12:04,22.36396166,5,1,-2.95345068,4.022319794,3.000084773,-11.87972313,0.018274697,11.53211918,0.073738814,-0.000902575,0,0,0,0,4:22:06.046,44.32718658,44.36248779
123,15726.61378,4.368503827,05/04/2018 15:12:04,22.86418259,5,1,-2.951664686,4.022015095,3.000084773,-11.87163992,0.018736034,11.53211918,0.075594478,-0.000908238,0,0,0,0,4:22:06.545,44.28024292,44.2422142
124,15727.12586,4.368646072,05/04/2018 15:12:05,23.37626246,5,1,-2.951664686,4.021710396,3.000084773,-11.87074055,0.019158887,11.53211918,0.077295148,-0.000894294,0,0,0,0,4:22:07.059,44.34037781,44.15600204
125,15727.6294,4.368785944,05/04/2018 15:12:05,23.87980135,5,1,-2.95345068,4.021100998,3.000084773,-11.87612348,0.019556226,11.53211918,0.078893036,-0.00084767,0,0,0,0,4:22:07.561,44.26704788,44.30234909
126,15728.14151,4.368928198,05/04/2018 15:12:06,24.39191839,5,1,-2.951664686,4.021100998,3.000084773,-11.86894182,0.019979017,11.53211918,0.080593166,-0.000787074,0,0,0,0,4:22:08.074,44.34037781,44.3755188
